,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
4967,Pesado,"Te quiero, te amo",Tu Sombra,album,0.79,0.53,8.00,-7.56,0.05,0.39,0.00,0.13,0.94,134.11,216893.00
4968,Pesado,Gracias por tu amor,Gracias por tu amor,album,0.53,0.74,0.00,-5.51,0.10,0.19,0.00,0.08,0.60,79.83,146173.00
4969,Pesado,Mientras Dormías,Una Historia Para Siempre,album,0.49,0.68,11.00,-5.64,0.13,0.43,0.00,0.09,0.71,158.93,153987.00
4970,Pesado,El Mil Amores,Una Historia Para Siempre,album,0.61,0.75,9.00,-5.44,0.11,0.28,0.00,0.11,0.83,181.62,203000.00
4971,Pesado,TE QUIERO,TE QUIERO,single,0.66,0.74,11.00,-5.81,0.07,0.03,0.00,0.13,0.62,88.37,153733.00
4972,Traditional,Kanha Re,Kanha Re,single,0.45,0.87,10.00,-5.10,0.08,0.08,0.00,0.06,0.52,139.98,225237.00
4973,Traditional,Neem,Rakhi,album,0.60,0.84,4.00,-8.27,0.06,0.08,0.01,0.08,0.82,93.00,243987.00
4974,Traditional,Hey djan,Armenian Spirit (Esprit d'Arménie),album,0.09,0.01,9.00,-27.66,0.05,1.00,0.96,0.12,0.05,75.64,204920.00
4975,Traditional,Carmina Burana: O Fortuna,Carmina Burana (Reduced Version),album,0.38,0.13,2.00,-22.12,0.03,0.96,0.00,0.13,0.51,133.78,159614.00
4976,Traditional,A Merry Christmas,Les chants de Noël du monde,compilation,0.39,0.14,10.00,-24.74,0.05,0.99,0.00,0.09,0.43,79.56,93253.00
4977,Traditional,Den ville sauen / Sulla meg litt,"God natt, min skatt",album,0.36,0.10,2.00,-15.96,0.04,0.99,0.00,0.19,0.32,174.77,223547.00
4978,Traditional,On Strings,On Strings,single,0.55,0.46,5.00,-5.56,0.04,0.83,0.00,0.13,0.54,133.34,199126.00
4979,Traditional,"Il est né, le divin enfant",Les chants de Noël du monde,compilation,0.29,0.08,9.00,-29.25,0.05,0.99,0.00,0.15,0.35,84.10,104947.00
4980,Traditional,Mexican Folksong,Andrés Segovia - The Art of Segovia,album,0.64,0.25,4.00,-19.14,0.05,0.96,0.93,0.12,0.68,124.45,92707.00
4981,Traditional,Amazigh Lullaby,The Voice of Emotion,album,0.45,0.01,7.00,-26.73,0.04,0.97,0.00,0.10,0.16,84.56,153066.00
4982,Grupo Laberinto,El Indio Enamorado,El Indio Enamorado,album,0.65,0.43,9.00,-5.31,0.05,0.74,0.00,0.13,0.92,95.55,188128.00
4983,Grupo Laberinto,En La Barra,Para Vivir Contigo,album,0.59,0.47,5.00,-7.85,0.10,0.51,0.00,0.03,0.95,181.53,155144.00
4984,Grupo Laberinto,El Cadete,Pienso en Ti,album,0.71,0.48,8.00,-4.03,0.07,0.75,0.00,0.08,0.96,72.55,179347.00
4985,Grupo Laberinto,El Chueco Galindo,Para Vivir Contigo,album,0.65,0.45,4.00,-5.94,0.06,0.69,0.00,0.05,0.96,102.74,140957.00
4986,Grupo Laberinto,El Profeta,El Profeta Y Otros Caballos Famosos,album,0.78,0.39,7.00,-7.26,0.13,0.79,0.00,0.35,0.96,106.52,204920.00
4987,Grupo Laberinto,Mi Potra,La Historia Continúa,album,0.55,0.44,9.00,-5.92,0.24,0.36,0.00,0.10,0.86,159.52,181401.00
4988,Grupo Laberinto,El Perron Merino,Otra Carga de Corridos,album,0.53,0.41,0.00,-6.08,0.21,0.73,0.00,0.24,0.97,201.01,146588.00
4989,Grupo Laberinto,Laurita Garza,Corridos Pesadísimos,album,0.46,0.45,11.00,-5.78,0.12,0.76,0.00,0.10,0.97,205.02,167288.00
4990,Grupo Laberinto,Esos Tus Ojos,Territorio Prohibido,album,0.62,0.52,8.00,-6.13,0.04,0.64,0.00,0.08,0.96,97.09,218471.00
4991,Grupo Laberinto,La Corita,Me Voy Como Vine,album,0.73,0.59,8.00,-4.25,0.12,0.71,0.00,0.29,0.97,106.90,167207.00
4992,Ennio Morricone,The Ecstasy Of Gold,"The Good, The Bad & The Ugly (Original Motion Picture Soundtrack)",album,0.13,0.47,9.00,-13.86,0.05,0.83,0.58,0.20,0.13,98.85,203227.00
4993,Ennio Morricone,Gabriel's Oboe,The Mission: Music From The Motion Picture,album,0.23,0.20,2.00,-17.20,0.05,0.96,0.91,0.08,0.07,61.21,134133.00
4994,Ennio Morricone,"The Good, The Bad And The Ugly - Main Title","The Good, The Bad & The Ugly (Original Motion Picture Soundtrack)",album,0.30,0.66,0.00,-13.57,0.08,0.79,0.95,0.11,0.10,120.34,162133.00
4995,Ennio Morricone,Once Upon a Time in the West - Main Theme,Once Upon a Time in the West (Original Motion Picture Soundtrack) [Remastered],album,0.12,0.21,2.00,-10.95,0.04,0.84,0.68,0.13,0.05,90.41,223120.00
4996,Ennio Morricone,Here's to you (feat. Joan Baez),Sacco e Vanzetti (Original Motion Picture Soundtrack) [Remastered],album,0.43,0.58,0.00,-6.41,0.04,0.63,0.00,0.16,0.45,112.66,188827.00
4997,Ennio Morricone,The Mission,The Mission: Music From The Motion Picture,album,0.23,0.09,7.00,-23.18,0.04,0.99,0.87,0.07,0.04,76.74,169240.00
4998,Ennio Morricone,Once upon a time in America (Deborah's Theme),Morricone Film Music,album,0.07,0.05,4.00,-22.93,0.04,0.97,0.91,0.09,0.03,78.42,251653.00
4999,Ennio Morricone,Nuovo Cinema Paradiso,Nuovo Cinema Paradiso (Original Motion Picture Soundtrack) [Remastered Edition],album,0.27,0.15,10.00,-16.82,0.04,0.99,0.89,0.12,0.19,127.32,178667.00
5000,Ennio Morricone,"The Good, The Bad and The Ugly - Il Buono, Il Brutto, Il Cattivo (Titles)","The Good, The Bad and The Ugly (Original Motion Picture Soundtrack) [Remastered Edition]",album,0.33,0.90,2.00,-4.99,0.14,0.63,0.84,0.11,0.07,107.61,162387.00
5001,Ennio Morricone,On Earth As It Is In Heaven,The Mission: Music From The Motion Picture,album,0.42,0.21,2.00,-19.55,0.03,0.97,0.96,0.05,0.18,96.11,230693.00
5002,Seu Jorge,Amiga da Minha Mulher,"Musica para Churrasco, Vol. 1",album,0.79,0.92,9.00,-5.15,0.12,0.71,0.00,0.09,0.83,104.01,248080.00
5003,Seu Jorge,Burguesinha,America Brasil,album,0.68,0.95,2.00,-5.40,0.04,0.56,0.00,0.34,0.96,101.98,258187.00
5004,Seu Jorge,Felicidade,"Musica para Churrasco, Vol. 2",album,0.55,0.81,2.00,-6.43,0.04,0.34,0.00,0.20,0.81,113.82,267413.00
5005,Seu Jorge,Mina do Condomínio,America Brasil,album,0.68,0.87,11.00,-4.31,0.03,0.59,0.00,0.10,0.97,95.99,400627.00
5006,Seu Jorge,É Isso Aí (The Blower'S Daughter),Ana E Jorge,album,0.29,0.32,8.00,-8.78,0.03,0.64,0.00,0.95,0.22,107.13,318027.00
5007,Seu Jorge,Final de Semana,Final de Semana,single,0.80,0.50,4.00,-5.75,0.21,0.68,0.00,0.52,0.65,129.53,201683.00
5008,Seu Jorge,Vou Festejar,"Sambabook Jorge Aragão, Vol. 2",compilation,0.46,0.62,11.00,-9.58,0.09,0.50,0.00,0.12,0.82,97.98,199560.00
5009,Seu Jorge,Clube do Samba,"Sambabook João Nogueira, 2",compilation,0.61,0.75,11.00,-9.50,0.28,0.38,0.00,0.67,0.78,105.17,278853.00
5010,Seu Jorge,Mina do Condomínio (Ao Vivo),"Musicas para Churrasco, Vol.1 (Ao Vivo) (Delux Edition)",album,0.67,0.96,11.00,-5.28,0.05,0.21,0.00,0.39,0.82,107.98,346680.00
5011,Seu Jorge,São Gonça,Ana E Jorge,album,0.49,0.54,7.00,-7.89,0.05,0.78,0.00,0.98,0.51,109.54,297067.00
5012,Leonard Cohen,Suzanne,Songs Of Leonard Cohen,album,0.41,0.17,6.00,-16.44,0.04,0.92,0.00,0.11,0.35,132.15,229293.00
5013,Leonard Cohen,Hallelujah,Various Positions,album,0.28,0.34,0.00,-12.58,0.03,0.72,0.01,0.13,0.23,171.14,277160.00
5014,Leonard Cohen,You Want It Darker,You Want It Darker,album,0.67,0.33,4.00,-16.99,0.06,0.61,0.20,0.08,0.49,109.00,284373.00
5015,Leonard Cohen,Dance Me to the End of Love,Various Positions,album,0.59,0.38,7.00,-11.88,0.03,0.27,0.00,0.07,0.50,132.89,280627.00
5016,Leonard Cohen,Famous Blue Raincoat,Songs Of Love And Hate,album,0.47,0.04,9.00,-22.21,0.04,0.95,0.00,0.11,0.18,119.42,310773.00
5017,Leonard Cohen,"So Long, Marianne",Songs Of Leonard Cohen,album,0.54,0.40,9.00,-11.40,0.03,0.70,0.00,0.10,0.23,94.87,340560.00
5018,Leonard Cohen,I'm Your Man,I'm Your Man,album,0.71,0.31,11.00,-16.00,0.04,0.33,0.00,0.08,0.50,94.12,265187.00
5019,Leonard Cohen,The Partisan,Songs From A Room,album,0.42,0.21,7.00,-18.32,0.04,0.89,0.00,0.13,0.34,86.87,205853.00
5020,Leonard Cohen,"Hey, That's No Way to Say Goodbye",Songs Of Leonard Cohen,album,0.44,0.25,10.00,-13.02,0.03,0.89,0.00,0.10,0.29,138.91,176520.00
5021,Leonard Cohen,Everybody Knows,I'm Your Man,album,0.79,0.46,1.00,-13.83,0.03,0.64,0.00,0.17,0.69,104.21,334867.00
5022,Fugees,Killing Me Softly With His Song,The Score (Expanded Edition),album,0.77,0.29,4.00,-17.12,0.14,0.03,0.00,0.57,0.51,92.41,298773.00
5023,Fugees,Ready or Not,The Score (Expanded Edition),album,0.61,0.42,10.00,-13.36,0.50,0.21,0.00,0.08,0.56,130.47,226987.00
5024,Fugees,Fu-Gee-La,The Score (Expanded Edition),album,0.68,0.51,1.00,-11.71,0.14,0.14,0.00,0.23,0.40,89.95,260067.00
5025,Fugees,"No Woman, No Cry",The Score (Expanded Edition),album,0.85,0.33,0.00,-13.91,0.15,0.01,0.00,0.28,0.37,88.99,273093.00
5026,Fugees,Zealots,The Score (Expanded Edition),album,0.53,0.45,5.00,-14.98,0.49,0.20,0.00,0.15,0.34,77.89,260547.00
5027,Fugees,Nappy Heads - Remix,Blunted On Reality,album,0.77,0.46,1.00,-16.03,0.33,0.14,0.00,0.11,0.64,97.10,322067.00
5028,Fugees,How Many Mics,The Score (Expanded Edition),album,0.79,0.52,6.00,-13.35,0.44,0.10,0.00,0.48,0.80,82.92,268933.00
5029,Fugees,The Score (feat. Diamond D),The Score (Expanded Edition),album,0.85,0.31,1.00,-15.84,0.23,0.26,0.00,0.34,0.66,97.00,302067.00
5030,Fugees,The Mask,The Score (Expanded Edition),album,0.78,0.48,10.00,-13.37,0.36,0.14,0.00,0.55,0.91,88.47,290560.00
5031,Fugees,Vocab - Refugees Hip Hop Remix,Greatest Hits,compilation,0.63,0.62,7.00,-8.92,0.34,0.09,0.00,0.08,0.55,84.78,240360.00
5032,Good Charlotte,The Anthem,The Young and The Hopeless,album,0.49,0.94,1.00,-3.13,0.13,0.01,0.00,0.14,0.89,177.75,175093.00
5033,Good Charlotte,Lifestyles of the Rich & Famous,The Young and The Hopeless,album,0.62,0.93,1.00,-3.69,0.04,0.00,0.00,0.07,0.61,106.22,190173.00
5034,Good Charlotte,I Just Wanna Live,"The Chronicles of Life and Death (""LIFE"" version)",album,0.80,0.83,10.00,-4.64,0.04,0.01,0.00,0.10,0.94,111.03,166053.00
5035,Good Charlotte,Girls & Boys,The Young and The Hopeless,album,0.66,0.72,3.00,-5.50,0.03,0.00,0.00,0.36,0.61,135.34,183493.00
5036,Good Charlotte,Little Things,Good Charlotte,album,0.69,0.84,1.00,-5.14,0.16,0.06,0.00,0.16,0.70,105.00,203027.00
5037,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),Good Morning Revival,album,0.64,0.88,6.00,-2.61,0.04,0.02,0.00,0.19,0.57,124.97,244000.00
5038,Good Charlotte,The River,Good Morning Revival,album,0.44,0.95,1.00,-2.21,0.14,0.01,0.00,0.17,0.46,161.95,195680.00
5039,Good Charlotte,TAKE THIS CROWN (feat. Good Charlotte),My Favorite Blue Jeans,album,0.46,0.95,11.00,-5.38,0.23,0.00,0.00,0.12,0.27,160.04,215987.00
5040,Good Charlotte,SELF-SABOTAGE (feat. Good Charlotte),SELF-SABOTAGE (feat. Good Charlotte),single,0.57,0.87,9.00,-3.48,0.08,0.09,0.00,0.63,0.50,118.04,157054.00
5041,Good Charlotte,Like It's Her Birthday,Cardiology,album,0.59,0.87,11.00,-2.98,0.07,0.01,0.00,0.14,0.82,109.99,210507.00
5042,Motörhead,Ace of Spades,Ace of Spades (Expanded Edition),album,0.34,0.91,4.00,-7.75,0.08,0.00,0.00,0.08,0.55,140.45,166360.00
5043,Motörhead,Overkill,Overkill (Expanded Bonus Track Edition),album,0.27,0.87,11.00,-7.89,0.11,0.00,0.02,0.10,0.21,119.41,311133.00
5044,Motörhead,The Game (Triple H),"WWE: The Music, Vol. 5",album,0.30,0.98,8.00,-2.12,0.12,0.01,0.00,0.10,0.28,170.29,209907.00
5045,Motörhead,Killed by Death,No Remorse,album,0.39,0.94,2.00,-8.05,0.04,0.01,0.00,0.49,0.25,134.56,279307.00
5046,Motörhead,God Was Never on Your Side,Kiss of Death,album,0.29,0.89,3.00,-4.63,0.09,0.16,0.00,0.10,0.18,175.92,261187.00
5047,Motörhead,Hellraiser - 30th Anniversary Edition,No More Tears (30th Anniversary Expanded Edition),album,0.62,0.91,4.00,-5.12,0.04,0.00,0.00,0.12,0.44,96.05,295240.00
5048,Motörhead,In the Name of Tragedy,Inferno,album,0.45,0.99,8.00,-4.84,0.08,0.00,0.00,0.10,0.45,149.91,183640.00
5049,Motörhead,Love Me Forever,1916,album,0.23,0.71,1.00,-7.45,0.05,0.46,0.01,0.16,0.26,125.69,327547.00
5050,Motörhead,Rock Out,Motörizer,album,0.44,0.99,8.00,-5.33,0.18,0.00,0.00,0.03,0.31,142.98,126733.00
5051,Motörhead,Born To Raise Hell,Bastards,album,0.42,0.96,1.00,-3.96,0.08,0.00,0.00,0.07,0.76,137.87,299787.00
5052,Nightwish,The Phantom Of The Opera,Century Child,album,0.43,0.83,5.00,-7.71,0.05,0.00,0.03,0.09,0.36,131.89,248707.00
5053,Nightwish,Élan,Endless Forms Most Beautiful (Deluxe Version),album,0.58,0.59,5.00,-9.55,0.03,0.01,0.00,0.15,0.32,127.97,287000.00
5054,Nightwish,Wish I Had an Angel,Once,album,0.44,0.94,4.00,-6.00,0.06,0.00,0.05,0.32,0.58,79.51,245973.00
5055,Nightwish,Amaranth,Dark Passion Play,album,0.56,0.86,2.00,-3.99,0.04,0.00,0.00,0.08,0.31,127.98,231445.00
5056,Nightwish,Nemo,Once,album,0.49,0.74,0.00,-6.33,0.03,0.00,0.00,0.09,0.36,125.04,276200.00
5057,Nightwish,Storytime,Imaginaerum,album,0.47,0.97,5.00,-3.47,0.07,0.00,0.00,0.33,0.48,156.17,322280.00
5058,Nightwish,End Of All Hope,Century Child,album,0.48,0.95,5.00,-6.73,0.04,0.00,0.03,0.33,0.56,79.95,233800.00
5059,Nightwish,Noise,HUMAN. :II: NATURE.,album,0.50,0.85,2.00,-7.76,0.05,0.00,0.01,0.12,0.43,76.98,340281.00
5060,Nightwish,Over The Hills And Far Away,Over The Hills And Far Away,album,0.22,0.92,4.00,-3.30,0.07,0.00,0.00,0.09,0.38,101.77,302267.00
5061,Nightwish,While Your Lips Are Still Red,"'The Sounds of Nightwish Reborn: Early Demos for ""Dark Passion Play"" and B-Sides'",album,0.47,0.67,7.00,-4.72,0.03,0.03,0.00,0.14,0.11,100.05,258693.00
5062,Jorge Drexler,Todo se transforma,Eco,album,0.76,0.49,9.00,-7.33,0.04,0.20,0.00,0.09,0.68,100.02,217146.00
5063,Jorge Drexler,Tocarte,Tinta y Tiempo,album,0.93,0.45,1.00,-10.56,0.17,0.34,0.00,0.06,0.76,133.91,154048.00
5064,Jorge Drexler,Me haces bien,Sea,album,0.40,0.61,9.00,-10.38,0.05,0.33,0.03,0.16,0.58,149.60,184547.00
5065,Jorge Drexler,Nominao,El Madrileño,album,0.68,0.36,9.00,-6.54,0.25,0.60,0.00,0.11,0.72,176.09,176187.00
5066,Jorge Drexler,Asilo (feat. Mon Laferte),Salvavidas de hielo,album,0.50,0.24,0.00,-9.99,0.05,0.81,0.00,0.11,0.37,127.48,183880.00
5067,Jorge Drexler,Inoportuna,12 segundos de oscuridad,album,0.75,0.42,7.00,-9.24,0.03,0.65,0.00,0.15,0.51,78.01,164946.00
5068,Jorge Drexler,Lisboa-Madrid,Lisboa-Madrid,single,0.52,0.29,7.00,-12.54,0.04,0.84,0.00,0.11,0.49,104.77,220032.00
5069,Jorge Drexler,La edad del cielo,Frontera,album,0.67,0.26,7.00,-13.00,0.04,0.59,0.00,0.12,0.28,147.45,219493.00
5070,Jorge Drexler,Tinta y Tiempo,Tinta y Tiempo,album,0.89,0.30,4.00,-13.15,0.11,0.58,0.11,0.13,0.48,135.15,249145.00
5071,Jorge Drexler,La trama y el desenlace,Amar la trama,album,0.58,0.49,11.00,-7.97,0.03,0.09,0.00,0.12,0.72,150.01,246013.00
5072,Grateful Dead,Friend of the Devil,American Beauty,album,0.64,0.63,7.00,-12.85,0.04,0.33,0.00,0.61,0.89,103.32,201867.00
5073,Grateful Dead,Althea - 2013 Remaster,Go to Heaven,album,0.78,0.28,9.00,-14.31,0.04,0.68,0.28,0.08,0.58,82.68,412596.00
5074,Grateful Dead,Casey Jones - 2013 Remaster,Workingman's Dead,album,0.67,0.41,0.00,-10.05,0.04,0.39,0.00,0.13,0.83,99.68,265067.00
5075,Grateful Dead,Ripple - 2013 Remaster,American Beauty (2013 Remaster),album,0.60,0.41,7.00,-14.26,0.03,0.43,0.00,0.60,0.68,126.64,249734.00
5076,Grateful Dead,Touch of Grey - 2013 Remaster,In the Dark,album,0.61,0.70,11.00,-11.34,0.04,0.08,0.00,0.14,0.85,159.83,350862.00
5077,Grateful Dead,Truckin' - 2013 Remaster,American Beauty (2013 Remaster),album,0.64,0.62,11.00,-13.86,0.06,0.39,0.02,0.06,0.68,126.55,306974.00
5078,Grateful Dead,Scarlet Begonias - 2013 Remaster,From the Mars Hotel,album,0.54,0.56,4.00,-12.22,0.03,0.31,0.00,0.12,0.92,167.76,259702.00
5079,Grateful Dead,Fire on the Mountain - 2013 Remaster,Shakedown Street,album,0.79,0.46,1.00,-11.70,0.06,0.53,0.00,0.09,0.91,76.67,229009.00
5080,Grateful Dead,Shakedown Street - 2013 Remaster,Shakedown Street,album,0.81,0.58,0.00,-12.18,0.03,0.16,0.00,0.08,0.85,109.45,300209.00
5081,Grateful Dead,Franklin's Tower - 2013 Remaster,Blues for Allah (2013 Remaster),album,0.83,0.47,2.00,-14.40,0.06,0.72,0.00,0.08,0.89,99.29,274942.00
5082,Eazy-E,Real Muthaphuckkin' G's,Gangsta Memorial,compilation,0.72,0.85,11.00,-3.90,0.28,0.02,0.00,0.65,0.78,170.51,332733.00
5083,Eazy-E,No More ?'s,Eazy-Duz-It,album,0.94,0.81,7.00,-4.78,0.23,0.01,0.00,0.30,0.62,105.64,234360.00
5084,Eazy-E,Boyz-N-The-Hood,N.W.A. And The Posse,compilation,0.79,0.48,3.00,-10.25,0.36,0.04,0.00,0.33,0.73,87.69,339893.00
5085,Eazy-E,Boyz-N-The-Hood - Remix,Eazy-Duz-It,album,0.84,0.69,7.00,-4.25,0.34,0.04,0.00,0.21,0.81,87.78,379733.00
5086,Eazy-E,Eazy-Duz-It,Eazy-Duz-It,album,0.83,0.73,2.00,-3.91,0.31,0.08,0.00,0.24,0.69,90.87,259493.00
5087,Eazy-E,Switchez,Impact of A Legend,single,0.90,0.87,4.00,-1.91,0.19,0.02,0.00,0.10,0.70,93.02,269453.00
5088,Eazy-E,It's On,It's On (Dr. Dre) 187um Killa,album,0.77,0.91,1.00,-5.06,0.14,0.01,0.00,0.06,0.62,92.52,302200.00
5089,Eazy-E,Ole School Shit,Gangsta Memorial,compilation,0.79,0.67,1.00,-5.31,0.09,0.00,0.00,0.08,0.64,81.90,242107.00
5090,Eazy-E,Eazy-er Said Than Dunn,Eazy-Duz-It,album,0.87,0.82,8.00,-4.11,0.26,0.01,0.00,0.13,0.75,103.33,219947.00
5091,Eazy-E,Gimmie That Nutt,It's On (Dr. Dre) 187um Killa,album,0.95,0.85,7.00,-5.03,0.22,0.01,0.00,0.16,0.78,104.08,175240.00
5092,Roy Orbison,"Oh, Pretty Woman","Oh, Pretty Woman",compilation,0.62,0.60,9.00,-9.48,0.03,0.71,0.00,0.07,0.96,127.43,178933.00
5093,Roy Orbison,You Got It,Mystery Girl,album,0.65,0.62,9.00,-10.73,0.03,0.60,0.00,0.19,0.67,114.69,210267.00
5094,Roy Orbison,Only the Lonely,Sings Lonely and Blue,album,0.57,0.53,5.00,-10.77,0.03,0.38,0.01,0.20,0.93,123.27,145533.00
5095,Roy Orbison,In Dreams,In Dreams,album,0.50,0.44,0.00,-9.99,0.03,0.67,0.00,0.13,0.71,108.19,169160.00
5096,Roy Orbison,Crying,Crying,album,0.35,0.29,2.00,-9.50,0.03,0.76,0.00,0.10,0.16,96.69,166467.00
5097,Roy Orbison,I Drove All Night,King Of Hearts (2022 Remaster),album,0.40,0.85,5.00,-5.22,0.05,0.45,0.00,0.24,0.55,69.37,226533.00
5098,Roy Orbison,California Blue,Mystery Girl,album,0.65,0.60,2.00,-12.56,0.03,0.67,0.00,0.38,0.70,105.68,235907.00
5099,Roy Orbison,She's a Mystery to Me,Mystery Girl,album,0.43,0.49,0.00,-11.84,0.03,0.03,0.27,0.16,0.70,177.33,254960.00
5100,Roy Orbison,Blue Bayou,In Dreams,album,0.53,0.26,5.00,-12.22,0.04,0.67,0.00,0.12,0.81,117.86,149427.00
5101,Roy Orbison,Pretty Paper,The Essential Roy Orbison,compilation,0.42,0.28,7.00,-11.58,0.03,0.72,0.00,0.41,0.45,79.96,164227.00
5102,Stevie Nicks,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),Plastic Hearts,album,0.68,0.74,4.00,-5.25,0.04,0.03,0.00,0.09,0.28,109.95,220636.00
5103,Stevie Nicks,Edge of Seventeen - 2016 Remaster,Bella Donna (2016 Remastered),album,0.59,0.80,0.00,-7.30,0.05,0.33,0.00,0.08,0.66,111.46,329413.00
5104,Stevie Nicks,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,Bella Donna (2016 Remastered),album,0.63,0.60,4.00,-7.38,0.03,0.38,0.00,0.15,0.67,107.26,244440.00
5105,Stevie Nicks,Leather and Lace (with Don Henley),Timespace - The Best Of Stevie Nicks,compilation,0.55,0.40,3.00,-11.67,0.03,0.66,0.00,0.11,0.39,76.07,229227.00
5106,Stevie Nicks,Leather and Lace - 2016 Remaster,Bella Donna (2016 Remastered),album,0.49,0.43,3.00,-9.33,0.03,0.64,0.00,0.10,0.37,153.75,225573.00
5107,Stevie Nicks,Rooms on Fire,The Other Side of the Mirror,album,0.62,0.92,9.00,-4.68,0.04,0.07,0.00,0.44,0.74,126.95,274520.00
5108,Stevie Nicks,Stand Back,Timespace - The Best Of Stevie Nicks,compilation,0.64,0.78,11.00,-9.46,0.04,0.01,0.04,0.04,0.64,115.27,297093.00
5109,Stevie Nicks,Crystal - 2019 Remaster,Stand Back,album,0.33,0.28,4.00,-11.21,0.03,0.19,0.00,0.20,0.20,125.47,353533.00
5110,Stevie Nicks,Talk to Me,Rock a Little,album,0.64,0.71,5.00,-6.39,0.03,0.06,0.00,0.29,0.64,103.07,250027.00
5111,Stevie Nicks,Cotton Candy Land,ELVIS (Original Motion Picture Soundtrack),album,0.41,0.57,7.00,-8.93,0.05,0.31,0.01,0.11,0.57,190.02,162493.00
5112,The Cramps,Goo Goo Muck,Psychedelic Jungle,album,0.58,0.77,4.00,-11.38,0.03,0.29,0.08,0.06,0.74,141.68,186038.00
5113,The Cramps,Human Fly,Off The Bone,album,0.53,0.85,9.00,-10.75,0.11,0.04,0.01,0.19,0.31,119.52,136427.00
5114,The Cramps,I Was A Teenage Werewolf - Remastered,Songs The Lord Taught Us,album,0.41,0.60,2.00,-10.49,0.05,0.00,0.05,0.32,0.49,114.54,183867.00
5115,The Cramps,I Can't Hardly Stand It,Off The Bone,album,0.58,0.92,4.00,-7.31,0.10,0.45,0.00,0.16,0.55,94.73,163133.00
5116,The Cramps,The Way I Walk,Off The Bone,album,0.54,0.75,9.00,-12.19,0.04,0.03,0.81,0.11,0.73,102.43,160507.00
5117,The Cramps,Strychnine,Songs The Lord Taught Us,album,0.60,0.84,11.00,-10.08,0.03,0.00,0.78,0.35,0.65,130.60,144867.00
5118,The Cramps,Green Fuz,Psychedelic Jungle,album,0.53,0.76,11.00,-9.39,0.03,0.23,0.43,0.23,0.91,123.15,129360.00
5119,The Cramps,Domino,Off The Bone,album,0.58,0.86,9.00,-10.05,0.04,0.00,0.78,0.09,0.45,133.88,188733.00
5120,The Cramps,Bikini Girls with Machine Guns,Stay Sick!,album,0.51,0.95,9.00,-6.64,0.08,0.10,0.00,0.13,0.51,110.83,197773.00
5121,The Cramps,Rockin' Bones,Psychedelic Jungle,album,0.66,0.55,4.00,-10.91,0.05,0.04,0.03,0.17,0.51,113.42,168800.00
5122,Daniel Hope,Experience,In A Time Lapse,album,0.45,0.45,2.00,-10.63,0.04,0.93,0.96,0.07,0.04,92.47,315427.00
5123,Daniel Hope,Spring 1 - 2012,"Recomposed By Max Richter: Vivaldi, The Four Seasons",album,0.70,0.34,1.00,-12.26,0.04,0.50,0.90,0.36,0.16,105.51,151507.00
5124,Daniel Hope,Notturno for Strings and Harp,Schoenberg: Notturno for Strings and Harp,single,0.10,0.08,8.00,-19.64,0.05,0.94,0.43,0.12,0.06,75.31,192420.00
5125,Daniel Hope,Petricor,Elements (Deluxe),album,0.23,0.31,7.00,-14.87,0.03,0.85,0.85,0.07,0.04,107.67,394973.00
5126,Daniel Hope,Life,In A Time Lapse,album,0.33,0.27,7.00,-14.77,0.03,0.93,0.90,0.08,0.05,93.41,262653.00
5127,Daniel Hope,"Canon and Gigue in D Major, P 37: I. Canon",Air - a baroque journey,album,0.22,0.08,2.00,-24.84,0.05,0.85,0.00,0.15,0.37,64.08,220893.00
5128,Daniel Hope,Underwood,In A Time Lapse,album,0.30,0.02,6.00,-29.85,0.05,0.98,0.18,0.18,0.10,78.66,253453.00
5129,Daniel Hope,Winter 1 - 2012,"Recomposed By Max Richter: Vivaldi, The Four Seasons",album,0.48,0.61,5.00,-12.20,0.08,0.74,0.90,0.30,0.49,150.86,180560.00
5130,Daniel Hope,Summer 3 - 2012,"Recomposed By Max Richter: Vivaldi, The Four Seasons",album,0.31,0.50,7.00,-13.37,0.04,0.63,0.84,0.09,0.28,142.68,300880.00
5131,Daniel Hope,Orbits,In A Time Lapse,album,0.44,0.40,4.00,-16.88,0.04,0.68,0.28,0.09,0.03,119.98,177240.00
5132,Crowded House,Don't Dream It's Over,Crowded House,album,0.44,0.42,8.00,-17.23,0.04,0.01,0.00,0.07,0.55,81.83,236933.00
5133,Crowded House,Weather With You,Woodface,album,0.64,0.61,2.00,-12.88,0.03,0.25,0.00,0.21,0.89,93.98,224467.00
5134,Crowded House,Better Be Home Soon,Temple Of Low Men,album,0.44,0.37,0.00,-14.85,0.03,0.26,0.00,0.10,0.36,93.52,187667.00
5135,Crowded House,Fall At Your Feet,Woodface,album,0.65,0.37,0.00,-13.62,0.03,0.46,0.01,0.10,0.56,102.58,198800.00
5136,Crowded House,Distant Sun,Together Alone,album,0.41,0.72,3.00,-7.97,0.03,0.01,0.00,0.12,0.65,111.46,229738.00
